route_key,final_service_units
2025-01-31_02_21,1730
2025-02-23_47_43,2845
2025-02-22_02_31,2378
2025-01-14_45_28,2302
2025-02-18_46_09,3920
2025-01-18_02_40,2378
2025-02-22_46_33,1583
2025-01-01_30_02,1867
2025-02-15_26_46,2215
2025-02-03_36_37,1112
2025-02-08_46_15,2496
2025-01-17_45_46,5622
2025-01-11_05_45,2611
2025-01-29_07_36,1444
2025-01-10_06_47,799
2025-02-25_45_28,2742
2025-01-19_47_10,1197
2025-01-20_46_33,819
2025-01-23_05_45,1673
2025-02-12_02_16,1565
2025-01-14_12_36,1699
2025-02-23_26_46,2608
2025-02-05_46_48,3631
2025-01-28_17_23,1470
2025-02-24_02_16,1480
2025-01-09_45_34,2106
2025-01-17_02_24,1749
2025-01-24_02_14,1710
2025-02-11_04_29,1120
2025-02-28_45_48,3024
2025-02-06_36_07,1762
2025-02-25_11_36,2616
2025-01-01_32_19,2173
2025-02-14_46_47,2744
2025-01-04_21_02,1554
2025-02-18_36_41,3032
2025-02-28_02_40,3183
2025-01-18_36_27,1328
2025-01-13_14_30,1777
2025-01-08_17_23,1273
2025-02-21_25_23,1426
2025-01-27_02_30,2417
2025-01-22_47_06,1155
2025-01-21_45_42,1403
2025-02-26_23_13,1490
2025-02-13_02_16,1717
2025-02-09_25_23,2240
2025-01-10_44_45,1190
2025-02-02_47_03,1619
2025-02-02_47_08,1561
2025-01-24_47_03,1598
2025-01-03_20_46,1929
2025-02-20_04_29,1081
2025-01-14_02_01,1141
2025-01-11_47_05,12281
2025-02-07_46_15,2713
2025-02-13_47_06,1875
2025-01-16_36_11,1934
2025-01-01_46_09,5174
2025-02-26_46_26,1655
2025-01-03_21_02,1417
2025-01-15_18_46,3362
2025-02-19_47_45,3986
2025-01-03_37_36,162
2025-02-05_46_45,3562
2025-01-23_16_02,1242
2025-01-29_46_33,996
2025-01-04_08_47,1425
2025-01-13_37_36,138
2025-02-01_16_02,1395
2025-01-02_36_37,152
2025-02-02_46_47,2734
2025-02-09_47_43,3325
2025-02-22_02_24,1581
2025-01-27_03_47,1724
2025-02-05_47_08,1179
2025-01-11_47_45,5619
2025-01-23_02_01,1322
2025-02-16_47_30,2581
2025-01-14_47_30,1563
2025-01-14_45_09,2214
2025-01-20_47_30,1803
2025-01-26_42_45,2937
2025-01-09_02_31,2851
2025-02-26_38_36,1887
2025-01-04_46_48,4203
2025-01-10_03_45,1189
2025-01-28_07_36,1401
2025-02-07_36_37,1636
2025-01-14_45_47,3842
2025-01-15_02_21,1313
2025-02-14_32_19,2305
2025-01-15_45_28,2367
2025-01-08_46_20,1958
2025-01-15_47_03,1159
2025-02-07_30_14,2791
2025-02-10_02_30,2746
2025-01-12_36_27,1064
2025-01-10_46_09,10121
2025-01-25_46_35,2647
2025-02-05_46_44,1927
2025-01-23_12_36,1401
2025-01-01_02_01,1445
2025-01-16_45_03,1330
2025-01-15_46_20,1254
2025-01-21_02_47,1692
2025-02-23_45_34,2105
2025-02-24_02_31,1742
2025-01-27_47_45,3709
2025-02-22_45_03,1630
2025-01-18_02_31,2193
2025-02-12_45_28,2618
2025-02-15_17_23,1336
2025-02-01_19_32,2757
2025-01-22_47_02,1534
2025-01-10_47_43,9723
2025-02-27_45_05,1949
2025-02-01_45_34,1651
2025-01-18_46_33,1377
2025-02-11_47_45,4199
2025-01-05_02_40,2756
2025-01-09_02_16,1461
2025-01-11_42_45,1656
2025-02-23_02_40,2626
2025-01-28_32_19,1865
2025-01-09_36_41,5144
2025-02-04_20_46,1385
2025-01-03_46_33,1397
2025-02-06_06_47,1379
2025-01-25_44_45,1508
2025-02-09_45_05,1765
2025-01-03_03_45,1327
2025-02-17_23_25,1926
2025-01-06_46_44,1621
2025-01-21_28_45,2297
2025-01-20_45_34,1232
2025-01-06_20_46,1774
2025-01-03_36_41,4583
2025-01-23_41_36,3095
2025-01-06_05_47,2684
2025-02-03_47_45,5627
2025-01-28_36_12,1379
2025-02-10_19_02,2535
2025-02-06_11_36,2089
2025-01-26_46_20,1483
2025-02-20_47_10,1353
2025-01-06_19_32,2778
2025-01-15_41_36,3538
2025-01-04_16_02,1578
2025-01-03_33_46,1195
2025-02-17_02_30,2685
2025-01-17_12_36,1757
2025-01-10_19_30,1459
2025-02-01_02_40,3370
2025-01-22_36_11,1339
2025-01-18_04_29,1450
2025-01-01_45_34,1935
2025-01-04_47_03,2343
2025-01-14_30_14,1161
2025-02-26_02_30,1811
2025-02-07_33_46,904
2025-01-07_48_45,1537
2025-01-31_25_23,1109
2025-01-08_34_45,1981
2025-02-14_39_45,1400
2025-01-21_47_43,1826
2025-02-20_23_13,1484
2025-02-08_32_19,2144
2025-01-23_23_25,1769
2025-02-09_46_35,2888
2025-02-08_45_44,2123
2025-02-11_45_44,1301
2025-01-03_17_23,1453
2025-01-11_23_13,2073
2025-01-19_40_02,3386
2025-02-02_28_47,3287
2025-02-12_46_47,1850
2025-01-11_47_43,7823
2025-02-06_45_09,3697
2025-02-04_03_47,1255
2025-02-17_45_42,1596
2025-02-10_47_02,1921
2025-01-20_48_45,3251
2025-01-28_45_46,3485
2025-02-05_32_19,1946
2025-01-10_43_47,2683
2025-01-09_47_08,3017
2025-01-02_47_05,2814
2025-01-10_33_46,908
2025-01-11_36_37,384
2025-02-02_47_28,1911
2025-02-05_47_30,1889
2025-01-02_45_44,1290
2025-02-27_35_46,1583
2025-01-16_47_03,1470
2025-02-15_02_30,3564
2025-01-29_21_02,1092
2025-01-23_36_41,3249
2025-01-03_45_42,2268
2025-01-19_45_47,4880
2025-02-12_02_40,3014
2025-02-14_33_46,996
2025-02-18_02_16,1445
2025-02-15_09_45,3321
2025-01-08_05_45,1557
2025-01-25_02_31,2114
2025-02-14_45_34,3709
2025-01-02_46_15,1381
2025-01-17_48_46,4681
2025-01-14_41_36,4028
2025-02-08_47_28,2609
2025-01-09_45_44,2068
2025-01-21_07_36,1557
2025-02-17_46_15,1141
2025-01-10_18_46,1173
2025-01-23_38_36,876
2025-02-18_02_31,2142
2025-01-29_36_07,1486
2025-02-05_12_36,1660
2025-01-08_46_15,1868
2025-01-21_36_22,895
2025-01-30_02_47,1894
2025-01-10_46_26,2782
2025-02-13_03_45,1513
2025-01-27_30_02,2004
2025-01-05_46_09,6060
2025-01-11_45_34,2294
2025-02-01_47_45,4618
2025-02-08_19_02,3238
2025-01-08_46_48,5283
2025-01-15_47_06,1116
2025-01-14_17_23,1338
2025-02-07_30_02,2629
2025-02-03_44_45,2203
2025-01-14_16_02,1355
2025-01-06_44_46,2504
2025-02-02_46_33,1321
2025-01-23_45_34,2265
2025-02-04_02_01,1390
2025-02-19_12_36,2254
2025-02-08_31_02,2318
2025-01-31_01_02,1321
2025-02-20_23_25,1471
2025-02-06_02_01,1524
2025-02-15_45_44,1544
2025-02-14_07_36,1918
2025-02-09_47_08,1718
2025-02-25_45_05,2227
2025-02-02_03_45,2605
2025-01-19_22_36,1671
2025-01-09_02_19,1788
2025-02-28_46_33,2290
2025-02-28_28_47,1680
2025-02-21_36_22,1740
2025-02-25_02_16,1408
2025-01-13_45_05,1292
2025-02-28_25_23,1417
2025-02-26_26_46,1844
2025-01-05_37_36,188
2025-01-27_45_39,1042
2025-01-05_06_47,2246
2025-02-20_30_14,2066
2025-01-22_45_44,1178
2025-01-27_14_30,1785
2025-01-21_08_47,1739
2025-02-28_14_30,1795
2025-02-24_45_34,1673
2025-02-05_08_47,1379
2025-01-20_45_05,1215
2025-01-26_30_14,1328
2025-01-30_02_01,1347
2025-02-19_47_06,1647
2025-01-07_05_45,1993
2025-02-21_33_46,1023
2025-01-10_36_41,6287
2025-01-01_46_44,2212
2025-01-11_45_09,4768
2025-01-10_38_36,946
2025-01-26_23_13,2005
2025-01-28_18_46,1403
2025-02-15_22_36,2010
2025-01-19_15_46,4190
2025-01-29_42_45,1399
2025-02-10_35_46,3494
2025-01-13_45_09,2976
2025-01-17_38_36,908
2025-02-11_36_07,1800
2025-02-10_45_28,2314
2025-01-19_47_05,3896
2025-02-02_15_46,2507
2025-02-10_36_37,1619
2025-02-07_40_02,2534
2025-02-23_02_24,1364
2025-01-29_02_40,2261
2025-02-13_45_44,1506
2025-01-09_23_13,1368
2025-02-18_46_35,1696
2025-01-01_31_02,4014
2025-01-16_02_47,1951
2025-01-06_02_16,1375
2025-02-19_44_46,1460
2025-02-23_20_46,2393
2025-02-21_12_36,2472
2025-02-19_48_46,3316
2025-02-13_36_11,3299
2025-01-14_01_02,1228
2025-01-06_02_21,1430
2025-01-05_28_47,3440
2025-02-08_47_03,1762
2025-01-16_48_46,5885
2025-01-31_36_11,2696
2025-01-09_27_36,1105
2025-02-07_32_19,2135
2025-02-09_31_02,3609
2025-02-07_46_20,2242
2025-02-07_44_45,1299
2025-01-19_07_36,1922
2025-01-10_05_47,3120
2025-01-08_23_13,1260
2025-01-02_02_30,2038
2025-02-26_36_27,1427
2025-01-29_46_26,1518
2025-01-07_47_03,2540
2025-02-12_43_47,1855
2025-01-17_46_15,1948
2025-02-14_09_45,3445
2025-01-12_43_47,1408
2025-02-25_47_28,2487
2025-01-01_44_46,4258
2025-02-23_36_41,2951
2025-01-27_45_46,3247
2025-01-27_02_16,1316
2025-01-08_42_45,1468
2025-02-23_46_09,6334
2025-01-10_02_40,3163
2025-01-29_45_34,1449
2025-02-28_16_02,1484
2025-01-09_19_32,2186
2025-02-18_45_42,1556
2025-01-26_45_46,5979
2025-02-19_46_48,3393
2025-02-01_44_45,1356
2025-02-15_45_39,2077
2025-01-09_45_42,1863
2025-02-01_09_45,3241
2025-02-13_47_45,4823
2025-02-28_46_15,2405
2025-02-09_47_45,7268
2025-01-11_48_45,1909
2025-01-03_47_43,3321
2025-02-09_36_12,2474
2025-02-16_48_46,6797
2025-02-07_35_46,1775
2025-01-21_46_48,2920
2025-02-20_47_06,1740
2025-02-21_46_47,2326
2025-01-04_47_46,2693
2025-01-09_36_37,204
2025-02-22_34_45,1729
2025-02-10_46_15,1368
2025-01-21_46_26,1521
2025-01-01_08_47,2024
2025-02-27_05_47,2770
2025-02-12_19_30,1531
2025-01-08_05_47,1959
2025-01-13_36_22,1525
2025-01-02_47_43,1993
2025-02-10_48_45,2939
2025-01-03_02_16,1999
2025-01-03_47_10,1358
2025-01-14_32_19,2016
2025-01-30_41_36,2101
2025-01-22_42_45,1554
2025-02-06_02_31,3192
2025-02-18_47_05,2644
2025-02-28_36_11,3646
2025-02-01_05_47,2335
2025-02-21_19_30,1606
2025-02-14_04_29,1505
2025-01-17_19_02,2098
2025-02-12_20_46,1460
2025-02-08_21_02,1344
2025-01-01_02_19,2298
2025-01-02_45_48,1784
2025-01-05_03_47,2023
2025-01-24_36_07,2164
2025-01-20_47_06,1013
2025-01-15_19_30,1879
2025-01-20_28_45,3219
2025-01-26_46_45,6802
2025-01-01_13_23,2201
2025-02-22_46_20,1980
2025-01-23_47_10,1205
2025-02-21_48_46,3691
2025-02-03_46_33,905
2025-01-10_45_05,5177
2025-02-18_40_02,2350
2025-02-24_28_47,2516
2025-01-21_45_47,3443
2025-01-05_09_46,7728
2025-01-10_40_02,2345
2025-01-07_02_14,1154
2025-01-18_47_08,1220
2025-02-18_36_12,1448
2025-01-09_19_02,1593
2025-01-26_44_45,2197
2025-02-03_16_02,1695
2025-02-12_11_36,2856
2025-02-25_45_44,1363
2025-01-06_02_24,1123
2025-02-12_14_30,1692
2025-02-01_45_48,2373
2025-02-08_47_43,2487
2025-02-05_01_02,1272
2025-01-26_18_46,2754
2025-02-04_28_47,2079
2025-01-16_46_09,4830
2025-01-06_46_35,1774
2025-02-27_36_27,1949
2025-02-21_36_27,1714
2025-02-08_46_45,4088
2025-02-01_25_23,1548
2025-02-06_45_05,2139
2025-01-29_45_47,4111
2025-01-13_16_02,1578
2025-01-07_47_46,1716
2025-02-18_08_47,1470
2025-02-14_44_46,2146
2025-01-15_46_47,1586
2025-01-05_36_37,161
2025-02-05_42_45,1607
2025-01-24_13_23,2095
2025-01-13_05_47,2756
2025-01-22_19_02,1778
2025-01-17_46_09,4761
2025-02-01_36_12,2144
2025-01-09_42_45,1356
2025-01-06_02_01,1431
2025-02-03_19_32,2574
2025-02-06_05_45,1674
2025-02-11_14_30,1719
2025-01-21_48_46,4962
2025-02-24_45_28,2004
2025-02-02_45_09,3531
2025-02-22_19_02,2764
2025-02-17_20_46,1671
2025-01-23_03_47,1542
2025-01-19_01_02,1653
2025-01-12_47_06,3001
2025-01-14_45_05,1434
2025-02-21_45_44,2148
2025-01-08_36_22,1193
2025-01-24_02_24,1814
2025-01-13_47_30,1913
2025-02-01_19_30,2199
2025-02-26_47_02,1736
2025-02-09_46_48,5650
2025-02-16_47_45,7427
2025-02-11_32_19,2193
2025-01-30_46_26,1782
2025-02-07_47_30,2359
2025-02-27_21_02,1226
2025-01-03_06_47,1312
2025-02-15_02_19,2526
2025-02-16_02_16,1867
2025-02-16_45_05,1584
2025-01-05_47_28,2100
2025-01-05_45_44,1288
2025-01-17_36_12,2540
2025-01-24_38_36,1195
2025-01-29_47_30,1674
2025-01-18_36_37,423
2025-02-21_45_46,6198
2025-01-10_47_45,6033
2025-02-19_42_45,1547
2025-01-02_16_02,1470
2025-02-20_08_47,1424
2025-01-19_41_36,3715
2025-01-24_11_36,1727
2025-02-13_47_02,2184
2025-01-24_36_41,5193
2025-01-09_46_48,6992
2025-01-04_47_45,5807
2025-01-31_02_14,1848
2025-02-15_19_30,1951
2025-01-29_02_01,1388
2025-01-23_06_47,1456
2025-01-07_15_46,1300
2025-02-11_02_21,1333
2025-02-09_36_41,3356
2025-01-24_46_26,2181
2025-02-22_02_47,2156
2025-01-04_46_20,1459
2025-01-29_40_02,1985
2025-02-27_19_32,2426
2025-01-22_28_47,1844
2025-02-26_46_35,2453
2025-02-02_47_10,1207
2025-02-05_19_02,2104
2025-02-12_46_48,3953
2025-02-26_43_47,1765
2025-01-22_47_30,1809
2025-01-02_36_07,2301
2025-02-24_36_12,1627
2025-01-23_28_45,1935
2025-01-08_11_36,1466
2025-01-25_02_47,1975
2025-02-02_21_02,2121
2025-01-05_19_30,2831
2025-02-11_45_05,1797
2025-01-25_47_05,3108
2025-02-20_45_47,5537
2025-01-12_02_21,1349
2025-01-14_42_45,1988
2025-01-16_46_26,1710
2025-02-22_01_02,1437
2025-01-11_36_12,2109
2025-02-19_03_47,1475
2025-02-08_42_45,1900
2025-01-16_36_41,3697
2025-02-23_48_45,3105
2025-02-27_45_09,4162
2025-01-04_40_02,4337
2025-02-28_39_45,1618
2025-02-10_02_19,2131
2025-01-17_45_42,2632
2025-02-19_19_30,1865
2025-01-20_45_44,1164
2025-01-09_46_15,2655
2025-01-15_02_47,1593
2025-01-04_36_22,1537
2025-01-26_45_09,3394
2025-02-28_34_45,1740
2025-02-10_36_12,1612
2025-02-07_38_36,1249
2025-01-20_35_46,4266
2025-02-24_46_15,1245
2025-02-07_46_47,2256
2025-02-16_02_30,3736
2025-01-14_38_36,1180
2025-01-05_02_30,3715
2025-02-28_03_45,1297
2025-02-17_45_48,1214
2025-01-14_19_30,1624
2025-02-03_02_30,2620
2025-02-23_02_01,1718
2025-01-27_01_02,1390
2025-02-17_13_23,2680
2025-01-20_19_30,1873
2025-01-29_47_10,1223
2025-02-24_02_40,2490
2025-02-03_30_14,1287
2025-01-31_45_47,5683
2025-02-08_02_19,2417
2025-01-13_02_01,1326
2025-01-15_05_47,6513
2025-02-19_02_14,1423
2025-02-27_42_45,1358
2025-01-26_14_30,3098
2025-01-15_45_34,1452
2025-02-06_47_06,1913
2025-02-15_14_30,1917
2025-01-17_14_30,1751
2025-01-27_47_03,1156
2025-01-19_17_23,1562
2025-02-22_45_09,3950
2025-01-25_17_23,1258
2025-02-17_45_34,1617
2025-02-13_45_39,3263
2025-02-22_19_32,3165
2025-02-04_47_06,1339
2025-01-30_33_46,765
2025-02-02_45_47,5208
2025-01-13_45_39,1366
2025-01-17_46_26,1577
2025-01-13_35_46,1819
2025-01-03_46_15,1701
2025-01-16_46_45,3430
2025-02-14_02_19,3496
2025-01-31_47_06,1666
2025-02-01_45_03,1255
2025-01-24_41_36,2985
2025-01-02_23_25,1557
2025-01-24_46_35,3081
2025-02-09_33_46,3501
2025-01-23_40_02,2211
2025-01-31_19_32,2851
2025-02-14_02_30,3284
2025-01-04_27_36,1722
2025-02-09_47_46,3106
2025-02-08_45_46,4718
2025-01-21_35_46,3486
2025-01-23_32_19,1623
2025-02-17_28_47,2887
2025-02-22_09_46,4947
2025-02-23_47_02,2726
2025-02-16_17_23,1599
2025-01-31_46_33,1917
2025-01-08_47_08,1757
2025-02-08_02_30,3093
2025-01-19_32_19,2341
2025-02-02_32_19,2652
2025-02-10_45_48,1416
2025-02-15_07_36,1838
2025-01-20_02_30,2719
2025-01-18_47_06,1226
2025-01-14_31_02,2425
2025-01-19_02_21,1336
2025-01-19_06_47,4553
2025-01-30_02_24,1247
2025-01-09_14_30,1396
2025-02-05_15_46,1368
2025-01-10_47_06,4682
2025-01-30_06_47,1138
2025-01-09_07_36,1207
2025-02-26_17_23,1194
2025-02-01_06_47,1343
2025-01-16_45_47,4488
2025-02-10_02_01,1701
2025-02-04_27_36,1874
2025-01-11_07_36,1618
2025-02-01_47_46,2122
2025-02-18_02_14,1616
2025-01-25_36_41,4346
2025-01-10_46_15,4191
2025-01-04_28_45,2179
2025-01-04_19_32,3027
2025-01-24_36_37,882
2025-01-29_37_36,1313
2025-01-23_05_47,2170
2025-02-27_03_45,1448
2025-02-08_36_22,1541
2025-02-10_21_02,1578
2025-01-03_47_45,4635
2025-01-13_04_29,1311
2025-02-25_06_47,1428
2025-01-04_09_45,3977
2025-02-25_46_47,1826
2025-01-09_19_30,1720
2025-01-07_43_47,1400
2025-02-15_35_46,2005
2025-02-20_15_46,1040
2025-02-12_06_47,1565
2025-01-27_05_45,1780
2025-02-20_34_45,1355
2025-02-13_45_34,2723
2025-01-06_23_13,1805
2025-02-11_47_43,2046
2025-01-16_47_02,1606
2025-01-04_20_46,2292
2025-01-09_39_45,1080
2025-01-13_44_45,1149
2025-02-26_35_46,1635
2025-01-29_38_36,968
2025-01-17_36_37,763
2025-01-17_45_47,4722
2025-01-30_46_47,1597
2025-01-25_12_36,1963
2025-02-26_02_24,1190
2025-02-16_21_02,2259
2025-01-26_45_28,2036
2025-02-08_13_23,2198
2025-01-06_41_36,4001
2025-01-22_09_45,3141
2025-02-15_48_45,1771
2025-01-10_41_36,4295
2025-01-12_41_36,5169
2025-02-14_47_02,2565
2025-01-18_45_48,2109
2025-02-17_45_44,1041
2025-01-15_28_47,2717
2025-02-13_47_10,1296
2025-01-21_05_47,2962
2025-01-14_19_32,2198
2025-02-06_45_34,2393
2025-02-04_47_03,1382
2025-02-10_34_45,2535
2025-01-01_06_47,1761
2025-02-16_19_02,3600
2025-02-06_45_48,2356
2025-02-01_44_46,2446
2025-01-12_19_32,2533
2025-02-26_18_46,1408
2025-02-11_36_27,1729
2025-01-07_38_36,788
2025-01-17_36_41,4201
2025-01-29_48_46,3004
2025-01-02_36_41,5006
2025-02-19_33_46,920
2025-01-04_47_10,1296
2025-01-17_47_43,2285
2025-01-13_47_43,3824
2025-01-28_34_45,1734
2025-01-19_46_26,1897
2025-02-16_36_27,1700
2025-01-15_17_23,1245
2025-02-18_12_36,2039
2025-01-16_47_05,2363
2025-01-26_12_36,3110
2025-02-24_48_45,2116
2025-01-11_05_47,3268
2025-01-28_45_34,1415
2025-02-26_30_02,1576
2025-01-02_46_26,1748
2025-01-23_45_28,2539
2025-01-28_42_45,1599
2025-01-17_19_32,2586
2025-01-25_38_36,1252
2025-02-20_44_46,1784
2025-01-13_47_10,1650
2025-02-10_47_28,2281
2025-01-30_14_30,1653
2025-02-16_44_45,2499
2025-02-20_09_45,2726
2025-01-27_02_24,1101
2025-01-31_23_13,2062
2025-02-05_23_25,1773
2025-01-06_36_37,153
2025-01-05_01_02,1720
2025-01-28_47_05,2308
2025-01-20_45_42,1507
2025-01-19_36_27,1035
2025-02-26_41_36,2518
2025-02-16_45_34,1932
2025-02-16_18_46,3250
2025-01-10_47_10,3653
2025-01-31_27_36,1237
2025-02-28_45_44,1860
2025-02-03_36_27,1328
2025-02-07_06_47,1296
2025-02-07_31_02,2033
2025-01-27_07_36,1721
2025-02-20_02_19,2450
2025-02-05_45_42,1624
2025-02-26_15_46,1105
2025-02-02_45_44,1409
2025-01-02_45_39,1864
2025-01-07_46_48,2950
2025-02-22_47_10,1465
2025-02-20_36_22,1135
2025-01-01_41_36,6803
2025-02-07_36_12,2912
2025-02-02_39_45,4627
2025-02-11_19_30,1926
2025-02-23_19_02,3399
2025-02-17_19_02,2581
2025-02-16_02_47,2641
2025-02-18_30_02,1645
2025-02-04_15_46,1500
2025-01-24_05_45,1765
2025-02-01_11_36,2228
2025-01-08_09_45,2562
2025-01-25_36_37,1028
2025-02-05_45_34,1755
2025-01-28_02_24,1254
2025-02-19_18_46,1259
2025-01-06_15_46,1738
2025-01-07_45_34,1400
2025-01-12_02_31,1701
2025-02-14_36_37,1740
2025-02-15_05_45,2203
2025-02-14_46_48,6278
2025-01-10_48_45,1839
2025-02-27_38_36,1380
2025-01-16_46_20,1464
2025-01-14_08_47,1675
2025-02-19_13_23,1770
2025-02-05_30_14,1335
2025-02-27_36_37,500
2025-01-01_36_27,1039
2025-02-02_17_23,1591
2025-02-04_46_09,3114
2025-02-14_02_31,3425
2025-02-12_47_45,4083
2025-01-23_30_02,1655
2025-01-19_14_30,2164
2025-01-15_36_11,1638
2025-02-21_02_31,3434
2025-01-20_45_39,1078
2025-02-28_02_01,1895
2025-02-28_47_46,2631
2025-02-22_36_41,3986
2025-01-03_02_21,1856
2025-02-27_45_28,2896
2025-01-19_19_32,2606
2025-01-24_23_25,1732
2025-02-19_19_32,2666
2025-02-27_45_47,4778
2025-01-12_47_10,2390
2025-01-22_48_45,1465
2025-02-12_30_02,1602
2025-01-29_46_20,1272
2025-01-10_22_36,1853
2025-02-21_46_35,5154
2025-01-30_47_03,1371
2025-02-24_41_36,2833
2025-02-01_38_36,1260
2025-01-19_47_03,1344
2025-02-11_36_12,1358
2025-01-23_44_46,1847
2025-02-24_36_41,2586
2025-01-14_23_13,1329
2025-01-18_47_30,2429
2025-02-20_01_02,1346
2025-02-26_46_44,2528
2025-01-13_45_48,2207
2025-01-08_26_46,1504
2025-02-03_07_36,1844
2025-02-25_26_46,1583
2025-02-08_05_47,2680
2025-02-19_36_22,1216
2025-01-10_47_08,4204
2025-02-22_30_14,2025
2025-01-21_36_11,1456
2025-02-11_33_46,1252
2025-01-12_46_09,5528
2025-02-03_45_03,1090
2025-01-30_02_30,1758
2025-02-08_11_36,2642
2025-01-01_34_45,5349
2025-01-07_02_21,1206
2025-02-28_47_05,4833
2025-02-11_46_33,792
2025-02-01_46_35,3309
2025-02-25_20_46,1313
2025-01-07_45_44,1092
2025-01-05_47_02,2520
2025-01-29_46_15,1647
2025-01-29_45_28,2026
2025-01-03_48_46,4835
2025-02-10_32_19,2827
2025-02-19_46_33,999
2025-02-04_45_09,2355
2025-02-11_47_02,1830
2025-01-30_47_02,1763
2025-02-05_28_47,1997
2025-01-30_03_45,1297
2025-02-16_06_47,2411
2025-02-13_02_31,3214
2025-01-31_36_27,1738
2025-01-20_19_02,2273
2025-02-19_36_07,1559
2025-02-05_45_28,2701
2025-01-16_45_44,1420
2025-01-17_34_45,2193
2025-01-02_02_24,1284
2025-02-09_48_45,3224
2025-01-07_02_24,1057
2025-02-24_46_47,2009
2025-01-13_11_36,1812
2025-01-31_45_48,2948
2025-02-25_04_29,1102
2025-02-26_28_47,1783
2025-02-27_02_19,2270
2025-02-28_45_05,2403
2025-01-01_46_18,1368
2025-01-01_19_32,2845
2025-01-22_47_46,1754
2025-02-07_21_02,1353
2025-02-15_46_44,3551
2025-02-27_23_25,1545
2025-02-24_47_06,1399
2025-02-15_47_02,1976
2025-01-31_47_30,1999
2025-01-18_22_36,1452
2025-01-04_47_05,4026
2025-02-10_46_44,2039
2025-01-22_23_13,1862
2025-02-25_02_24,1261
2025-01-28_45_39,1003
2025-02-17_45_39,1147
2025-02-01_47_05,2970
2025-01-20_40_02,2579
2025-01-11_36_41,4873
2025-01-09_08_47,1183
2025-01-08_02_30,1539
2025-01-09_02_47,2051
2025-01-22_47_45,3924
2025-02-19_19_02,2061
2025-02-19_45_39,1887
2025-02-27_46_35,3249
2025-01-10_02_19,2697
2025-01-25_47_02,1823
2025-01-09_36_11,1478
2025-01-13_47_45,4422
2025-02-01_46_26,2081
2025-01-26_04_29,1202
2025-02-03_06_47,1590
2025-02-23_05_47,5278
2025-02-18_46_48,3056
2025-01-11_45_05,3727
2025-01-23_46_48,4752
2025-02-21_46_09,8109
2025-01-17_32_19,2071
2025-01-24_45_03,1470
2025-01-27_32_19,2510
